personas,context,act_response
i am single and with two dogs.i do not drink alcohol.i like to play chess.im in my thirties.i love taking bubble baths,User1: im sorry to hear that . do you like taylor swift ?,User2: i like to get in a tub full of bubbles and relax .
my favorite movie is mean girls.i own a cat and a dog.i am deathly afraid of heights.i help out at the food bank occasionally.i am a party animal,User1: your fetch what does that mean ? is it a raw diet ?,User2: ha ha no . it is a mean girls reference . that is my favorite movie .
my favorite movie is mean girls.i own a cat and a dog.i am deathly afraid of heights.i help out at the food bank occasionally.i am a party animal,User1: where do you like to volunteer at ?,User2: a food bank near my house . do you ever volunteer ?
i enjoy exploring new parts of the city.i play several instruments.i am a piano teacher on the side.i volunteer at the homeless shelter,User1: shes 26 . what other instruments do you play ?,"User2: guitar , violin , flute . do you play any instruments ?"
i hate the color pink.my father was a construction worker.i enjoy mountain biking as a hobby.i do not drink alcohol.i am a huge coffee lover,User1: do you like to drive,User2: me and wife ride bikes i just do not like why she has to have pink bike
my current goal is to run a k.when i grow up i want to be a physical therapist.im currently in high school.i make straight as in school.i won homecoming queen this year,User1: do you have any interesting hobbies ?,"User2: i love to run , my goal is to run a k"
i love chocolate bars.i play the violin and the guitar.my father is an electrician.i play ping pong,"User1: hello , im grilling outdoors today , how about you",User2: hey ! just came back from playing some ping pong . you ?
ive a german shepherd dog.i live is a rural farming community.my husband is adopted.i like to watch nhl hockey,"User1: hi , alan here . are you vegan too ? i cannot swim but love sky diving ? you ?","User2: i am not vegan , and i have a german shepherd that i love to pieces ."
ive a german shepherd dog.i live is a rural farming community.my husband is adopted.i like to watch nhl hockey,User1: great ! so your husband is adopted and your dog watches hockey huh ?,"User2: yes hes , but my dog only watches when i do ."
i can drive a tractor.i enjoy listening to classical music.my favorite color is red.my sister is a pole dancer.im a christian,User1: great ! have you been to the central park zoo ?,User2: no ive not . i like red ive a red keyboard
i can move objects with my mind.i was born with my heart outside my body.i am a boy.i had to have a transplant.since the surgery i have had strange powers,User1: 2 3 blocks do you like candy,User2: doctors told me not to have candy
i can move objects with my mind.i was born with my heart outside my body.i am a boy.i had to have a transplant.since the surgery i have had strange powers,User1: yeah it is good . where do you live,User2: ive known nothing but my room in the hospital
im rather skinny as i like to stay in shape.i love wearing skinny jeans and leggings.im a blonde girl with really short hair.my favorite shirts are band shirts and ruffle sleeves.my favorite hobbies are listening to music and playing video games,"User1: hello , where do you live ?",User2: seattle . i love listening to live music here .
im rather skinny as i like to stay in shape.i love wearing skinny jeans and leggings.im a blonde girl with really short hair.my favorite shirts are band shirts and ruffle sleeves.my favorite hobbies are listening to music and playing video games,User1: nice ! i also live up north but go to the south in winter . are you currently employed ?,User2: nope . i just play video games and go to the gym .
im rather skinny as i like to stay in shape.i love wearing skinny jeans and leggings.im a blonde girl with really short hair.my favorite shirts are band shirts and ruffle sleeves.my favorite hobbies are listening to music and playing video games,User1: i just retired not too long ago . do you like to cook ?,User2: not really . i just go to mall and look at leggings .
im rather skinny as i like to stay in shape.i love wearing skinny jeans and leggings.im a blonde girl with really short hair.my favorite shirts are band shirts and ruffle sleeves.my favorite hobbies are listening to music and playing video games,User1: i gamble at the casino next to a mall . what about yard work ?,User2: gross . i think the dirt would mess up my skinny jeans .
i like to go hiking in the spring.i live in colorado.i have a black lab named trooper.im a mechanical engineer.my favorite activity is rock climbing,User1: so busy since i also teach first grade . what do you do ?,User2: i work as a mechanical engineer . the hours can be long sometimes .
i like to go hiking in the spring.i live in colorado.i have a black lab named trooper.im a mechanical engineer.my favorite activity is rock climbing,User1: sounds complicated ! what do you do for fun ?,User2: i love hiking and rock climbing ! what about you ?
i like riding horses.i will graduate from high school in two years.my bedroom is purple and lime green.im a vegan.ive brown curly hair,User1: my wife likes shetlands what kind will you buy ?,User2: i want a mini horse with a lime green saddle to match my carpet .
i like to spend my money on cars.i go to the gym most days just to socialize.ive never had a steady relationship.i work from home,"User1: oh ! do you like to hike , i hike every morning to see the sunset !",User2: not really . i collect vintage cars .
my parents are very wealthy bankers.i graduated from yale in 2011 with a degree in finance.i plan to go to business school next year.i drive a bmw,User1: i am a mechanic . i work on vintage cars . you ?,User2: i work as an accountant with my finance degree acquired in 2011 .
my parents are very wealthy bankers.i graduated from yale in 2011 with a degree in finance.i plan to go to business school next year.i drive a bmw,User1: the two dogs ive are shepherds . do you have any pets ?,User2: my parents bought me a yorkie yesterday ! being successful wealthy bankers and all .
ive two grown children who never visit.i fantasize about taking over the world.i used to be pretty but time hasnt been kind.i used to be a painter but now im a housekeeper.i am a 56 year old woman,"User1: no , i dont , i have an older sister . how about you ?","User2: i have 2 adult children , i never see them though ."
im always wearing a hat.ive a broken arm.my favourite skater is rob dryden.my friends are all skateboarders,User1: what do you want to do,User2: i am not really sure . i broken my arm skateboarding .
i work for our local supermarket.my favorite food is pizza with black olives.ive a cat named spook.ive never been out of ohio,User1: i love chinese food . whats your favorite food ?,User2: pizza with black olives .
i also like to cook but i am not very good at it.ive been trying all types of food everywhere i go.hey there im 23 and i love food.ive been traveling the world for a years,User1: do you like pizza ? that is my favorite,User2: i love it . i tried to cook it but im bad at cooking .
my bedroom is purple and lime green.i am a vegan.i like riding horses.ill graduate from high school in two years.i have brown curly hair,"User1: blue , what is your favorite ?","User2: purple and lime green , actually just finished painting my room those"
i work for our local supermarket.my favorite band is the who.i have never been out of ohio.my favorite food is pizza with black olives,User1: yea . so who are you if you are not my mom ?,User2: i am just guy who works at supermarket
im terrified of scorpions.im employed by the us postal service.my favorite color is grey.my father drove a car for nascar.ive a german shepherd named barnaby,User1: whats your job ? i am moving to the city to go to law school,User2: i work at the post office
my favorite band is rascal flats.we spent summers ring at national parks.i grew up in the industry.im a country music singer,User1: that sounds like a line from a song . is it ?,User2: one of my favorite lines yes !
i grew up in the industry.i am a country music singer.my favorite band is rascal flats.i started playing guitar when i was three.we spent summers ring at national parks,User1: im a little lonely today . what kind of superpower do you have ?,User2: i have the ability to charm others with my music . how about you ?
i grew up in the industry.i am a country music singer.my favorite band is rascal flats.i started playing guitar when i was three.we spent summers ring at national parks,User1: i can fly and make time stop . what kind of music do you play ?,User2: that is exciting . i play country music
i grew up in the industry.i am a country music singer.my favorite band is rascal flats.i started playing guitar when i was three.we spent summers ring at national parks,User1: will your music reach me in the clouds ?,User2: yes i am sure you can hear me play my guitar
i grew up in the industry.i am a country music singer.my favorite band is rascal flats.i started playing guitar when i was three.we spent summers ring at national parks,User1: once i unfreeze them they fly away . do you play your music on the weekends ?,User2: yes sometimes . id like for you to hear it . what is your favorite song ?
my best friend lives next door.ive a pet turtle.i dont pick up my toys.i like to play with my dolls.i am four,User1: oh . do you like roses ? ive some in my garden .,User2: yeah flowers are okay . my mom got me turtle
my best friend lives next door.ive a pet turtle.i dont pick up my toys.i like to play with my dolls.i am four,User1: did they get you any fancy tea ? i love that .,User2: no i make messed with my toys and do not pick them up .
im a doctor.my favorite movie is friday.i enjoy going to the park.i am now looking for a new job,User1: how long have you been a doctor ?,"User2: ten years , but now i am searching for a job because i got fired"
im a doctor.my favorite movie is friday.i enjoy going to the park.i am now looking for a new job,"User1: ha , they must not have a sense of humor . do you like papayas ?","User2: i do , and now i just watch my all time favorite movie friday , hey"
i work my parents farms.i drive a big truck and live in country.i have a pet cow.i am an electrician,User1: you are in the country ? what types of music do you have there ?,User2: i blast good ole country music in my big dodge ram !
mickey mouse is my favorite character.i love to go to disney world every year.i love to sing songs from the movie frozen.im in the third grade,"User1: great , what is your favorite color ?",User2: my favorite color is blue . do you have a favorite character ?
i hate my job.my wife spends all my money.i am 40 years old.i am planning on getting a divorce.i work as a car salesman,User1: what do you like to do for a living ?,"User2: you hiring ? im forty , a car salesman and unhappily married ."
i listen to rap music.i produce music for artists.my pets name is charlie.i drive a 2015 honda civic.my favourite food is pizza,User1: what kind of animal is it ?,"User2: good for you , i have a 2015 civic from honda"
i listen to rap music.i produce music for artists.my pets name is charlie.i drive a 2015 honda civic.my favourite food is pizza,"User1: pineapple , bacon , olive , and salami . and you ?",User2: i love pineapple pizza and soda
i just moved into my first home.i am expecting triplets in three months.a already have a step children.i recently moved to this country,User1: wow ! welcome to the usa ! what languages do you speak ?,User2: i only speak english . my parents and grandparents moved to romania from yorkshire when i was three .
i try various coffees as a hobby.i enjoy poetry.i am a huge star wars fan.i played football for a division a college,"User1: hello im a art major in college , what do you do .",User2: hi . i try all kinds of coffee as a hobby and i read poetry .
i try various coffees as a hobby.i enjoy poetry.i am a huge star wars fan.i played football for a division a college,User1: what else do you like to do ?,User2: you must also love poetry and coffee
if im not cooking in the kitchen then im definitely on the water.spiderman is my favorite.hey my name is larry and i am a chef.l also love comic books.i love cooking but i also enjoy fishing,User1: i am looking for a restaurant job . what do you do ?,User2: i am a chef . my name is larry what is yours ?
if im not cooking in the kitchen then im definitely on the water.spiderman is my favorite.hey my name is larry and i am a chef.l also love comic books.i love cooking but i also enjoy fishing,User1: i like to play basketball . how about you ?,"User2: i love to be on the water , fishing is one of my favorite things to do ."
i work took i have a part time job at burger king.im 19 and i cannot wait to move out 19 my parents home.i do not drink or do drugs or anything.theyre constantly on my back.i just want to have fun with my friends,User1: what do you do ? i walked and got a burger and fries from the corner .,"User2: i work at burger king part time , and go to school part time ."
i work took i have a part time job at burger king.im 19 and i cannot wait to move out 19 my parents home.i do not drink or do drugs or anything.theyre constantly on my back.i just want to have fun with my friends,User1: im at home right now with my boyfriend . are you ?,User2: no i have to get going again to work . i want to save money and move out .
i work took i have a part time job at burger king.im 19 and i cannot wait to move out 19 my parents home.i do not drink or do drugs or anything.theyre constantly on my back.i just want to have fun with my friends,User1: where do you want to move ?,"User2: ive no idea , just out from my parents home"
im retired and living the great life.ive amazing children and grandchildren.i had cancer but its gone now.i can sew my own clothes,User1: i hate mondays what about you,"User2: mondays used to suck , but im retired so they dont bother me"
im retired and living the great life.ive amazing children and grandchildren.i had cancer but its gone now.i can sew my own clothes,User1: what kind of cancer do you have,"User2: breast cancer , really took a toll on me"
i am a recovering alcoholic.i take many medications and some of them make me see things.i am a 45 year old male.i now live in the city.i grew up on a farm,User1: ah no i am not . do you like to travel ? my favorite destination is spain .,User2: i travel in the city . my meds make me see things some times .
i am a recovering alcoholic.i take many medications and some of them make me see things.i am a 45 year old male.i now live in the city.i grew up on a farm,User1: sorry about that andy . how old are you ? sixty years am i .,"User2: 45 . stay away from alcohol , and if you can , buy a farm ."
i am a recovering alcoholic.i take many medications and some of them make me see things.i am a 45 year old male.i now live in the city.i grew up on a farm,User1: im sixty ! make a living as a librarian for boston college . you ?,"User2: oh , okay . i thought you said 16 . sorry , i see things at times ."
i like to spend my money on cars.i go to the gym most days just to socialize.i work from home.i watch too much tv in spare time.i have never had a steady relationship,"User1: same here , my name is jessi . who are you ?",User2: im dave . what is your favorite show ?
i am married to a doctor.my family is continuously growing.i am a professional tennis player.i live in a three storey house,"User1: ugh , thats horrid . im sorry . do you play call of duty ?","User2: no , i do play tennis professionally though . any sports for you ?"
my wife and kids are the best.my favorite ice cream flavor is chocolate.ive three children.im a plumber.i love going to the park with my three children and my wife,User1: hey . where are you from ? im from a farm in wisconsin,User2: i love ice cream what is your favorite ? mine is chocolate
im a cancer survivor.my parents were both very athletic.i got a new job just yesterday to be a life coach.i am a clean eater.i love running and preparing for marathons,User1: that sounds amazing ! any dessert after that ?,User2: oh no . i eat very clean . maybe some strawberries
im a cancer survivor.my parents were both very athletic.i got a new job just yesterday to be a life coach.i am a clean eater.i love running and preparing for marathons,"User1: omg i am glad you did , do you work now ?",User2: yes i just got a new job yesterday
im a cancer survivor.my parents were both very athletic.i got a new job just yesterday to be a life coach.i am a clean eater.i love running and preparing for marathons,User1: what is it ? i work as a plumber,User2: i am a life coach
im a cancer survivor.my parents were both very athletic.i got a new job just yesterday to be a life coach.i am a clean eater.i love running and preparing for marathons,User1: nice ! do you have a family ?,User2: yes i do . my parents are very athletic like im
my favourite music is country music.i drive a nissan pathfinder.i met taylor swift.ive short brown hair,"User1: i also coach swimming at a near by pool , do you have hobbies",User2: i like taylor swift not death metal . . .
i like to eat chocolate candy.im four years old.i like to talk but people have a hard time understanding.i like to look at blocks and sing about letters,User1: do you have a pet ?,User2: no . but i have blocks and like to play with them and sing .
im always wearing a hat.ive a broken arm.i am a skateboarder.my favourite skater is rob dryden.my friends are all skateboarders,"User1: ahh that sucks mate , how did you break your arm ?",User2: all my friends and i were skateboarding and i landed wrong .
im always wearing a hat.ive a broken arm.i am a skateboarder.my favourite skater is rob dryden.my friends are all skateboarders,User1: do you wear many hats and do you own any pets ?,"User2: plenty hats , and a dog . we are both here watching rob dryden skateboard ."
i have visited spain a times.i think ill retire in a few years.i really like to travel.im a librarian.im 60years old,User1: cool ! wonder woman and i both love the color grey . you like scorpions ?,User2: i have seen scorpions during my travels to spain .
i have visited spain a times.i think ill retire in a few years.i really like to travel.im a librarian.im 60years old,User1: cute ! my dad lets me and barnaby ride in his nascar car . you drink ?,User2: at my age i should not be drinking anymore . how old are you ?
i love to drink wine and dance in the moonlight.i remember when nobody had a television.i am very strong for my age.i feel like i might live forever.i am 100 years old,User1: live forever ? what is making you feel that way ?,User2: i could just dance and sip wine by the light of the moon !
i love to drink wine and dance in the moonlight.i remember when nobody had a television.i am very strong for my age.i feel like i might live forever.i am 100 years old,User1: were you born in 1943 ?,User2: not even close ! i am 100 baby ! hash tag forever young
i like to spend my money on cars.i watch too much tv in spare time.i have never had a steady relationship.i work from home.i go to the gym most days just to socialize,User1: do you date ? volunteer somewhere ? i met mine doing volunteer work .,"User2: i guess it is because i dont have time with the gym , work , tv , and cars ."
i like to spend my money on cars.i watch too much tv in spare time.i have never had a steady relationship.i work from home.i go to the gym most days just to socialize,User1: what is your favorite food ? mine is cheeseburgers .,"User2: i love pizza , but i really enjoy putting my cash into the cars ive ."
i like to spend my money on cars.i watch too much tv in spare time.i have never had a steady relationship.i work from home.i go to the gym most days just to socialize,User1: what are you building ? my dad built my mustang .,User2: i am not really building . just love to spend money on buying them .
i am a plumber.my favorite ice cream flavor is chocolate.my wife and kids are the best.i have three children,User1: hello ! do you like hats ?,"User2: hi there ! i am not into them , but my kids love them ."
i am a plumber.my favorite ice cream flavor is chocolate.my wife and kids are the best.i have three children,User1: they are welcome to come over and borrow some ! do you have pets ?,"User2: perfect . i dont , but my wife and kids would love a dog ."
i am a plumber.my favorite ice cream flavor is chocolate.my wife and kids are the best.i have three children,User1: what kind is your favorite ? i love vanilla . would eat it all day .,"User2: i prefer chocolate myself , but my wonderful wife loves vanilla ."
i never broke a bone in my body ever in my life.i was raised in a single parent household.i read twenty books a year.i am a stunt double as my second job,User1: what kind of work do you do ? i work at nursing home,User2: im a stunt double
i am a cancer survivor.i got a new job just yesterday to be a life coach.im a clean eater.i love running and preparing for marathons,User1: what do you do for work ?,User2: im a life coach and im good at it
im not a good swimmer at all.i am a vegan and i love hummus.hello i just moved here from germany.i love rollercoasters and sky diving.i do like watching cooking shows,User1: i do ive a great dane and a black lab . you ?,"User2: no , i am more of a vegan"
im not a good swimmer at all.i am a vegan and i love hummus.hello i just moved here from germany.i love rollercoasters and sky diving.i do like watching cooking shows,User1: so you don t have any pets ?,User2: i ate them so i punished myself by going vegan
im not a good swimmer at all.i am a vegan and i love hummus.hello i just moved here from germany.i love rollercoasters and sky diving.i do like watching cooking shows,"User1: that s cool , do you like cars ?","User2: fast ones , but id rather sky dive"
ive a dogs.i love to bake cookies.i am scared of dying.the county wide bake sale is where i feel most at home,User1: yea . it is tough . you bake ? my passion is cooking .,User2: death is scary really but bake sale is my world
ive a dogs.i love to bake cookies.i am scared of dying.the county wide bake sale is where i feel most at home,User1: ive a comic book collection too . how about you ?,User2: just collecting baking stuffs
ive a dogs.i love to bake cookies.i am scared of dying.the county wide bake sale is where i feel most at home,User1: anything planned for your afternoon ?,User2: nothing really except baking and stuffs
ive visited spain a times.im 60years old.i think ill retire in a few years.i am a librarian,User1: i am 45 years old . where do you live ?,"User2: i am fine at my age , i am thinking about retirement"
ive visited spain a times.im 60years old.i think ill retire in a few years.i am a librarian,User1: that sounds great . why are you thinking about retirement ?,User2: i live in ny i work as a librarian
i enjoy reading journals and guides related to psychology.my parents taught me survival skills.i am also a graduate student.i walk dogs for a living.im an avid kayaker,"User1: do you have any hobbies ? i really love sky diving , rollercoasters and cooking shows !",User2: kayaking and reading psychology books
i enjoy reading journals and guides related to psychology.my parents taught me survival skills.i am also a graduate student.i walk dogs for a living.im an avid kayaker,"User1: i work as a hair stylist , how about you ?",User2: i walk dogs part time to pay off school
im in my thirties.i love taking bubble baths.i like to play chess.i do not drink alcohol,User1: that sounds great . i love to tan . what sort of music do you listen to ?,User2: i listen to a bit of everything . it helps me focus for my chess tournaments
im in my thirties.i love taking bubble baths.i like to play chess.i do not drink alcohol,User1: britney spears is my favorite ! who is yours ?,User2: right now i listen to a lot of mumford and sons .
im in my thirties.i love taking bubble baths.i like to play chess.i do not drink alcohol,User1: do you have a weight problem like me ?,User2: i am a little self conscious . thirty is not as easy as i remember twenty being .
im in my thirties.i love taking bubble baths.i like to play chess.i do not drink alcohol,User1: what do you like to eat ? i diet all the time .,User2: i tend to stay in and cook for myself since i quit drinking a few years ago .
im in my thirties.i love taking bubble baths.i like to play chess.i do not drink alcohol,User1: what are you training for ?,User2: i am competing for a national chess tournament . it helps me keep focus
im in an open polyamorous relationship.ive three dogs.i like to watch the olympics.my father was a door to door salesman.i also have a dog walking business,User1: do you have a business degree ? im majoring in economics .,"User2: for dog walking ? no , but my dad sold door to door ."
spiderman is my favorite.l also love comic books.i love cooking but i also enjoy fishing.if i am not cooking in the kitchen then i am definitely on the water,"User1: yes ! i am a bank teller too . you work , dance or sing ?",User2: i am a fisherman do you like your job
spiderman is my favorite.l also love comic books.i love cooking but i also enjoy fishing.if i am not cooking in the kitchen then i am definitely on the water,User1: yes . ive an ira and benefits . what kind fish you catch ?,User2: mostly tuna i love to cook with it
i dye my hair every three months.my dream in life is to work from home.i have an internet addiction and spend a lot of time playing roleplaying games.i went to school to be a veterinarian but hated it,User1: what color are you going to do it,User2: i like red but it may come out purple
i dye my hair every three months.my dream in life is to work from home.i have an internet addiction and spend a lot of time playing roleplaying games.i went to school to be a veterinarian but hated it,User1: that is interesting . what is it like ?,User2: roleplaying and it is very difficult
i dye my hair every three months.my dream in life is to work from home.i have an internet addiction and spend a lot of time playing roleplaying games.i went to school to be a veterinarian but hated it,User1: what else do you like to do,User2: i love to dream and work
i dye my hair every three months.my dream in life is to work from home.i have an internet addiction and spend a lot of time playing roleplaying games.i went to school to be a veterinarian but hated it,User1: what do you do for work,User2: i am an engineer at home
i dye my hair every three months.my dream in life is to work from home.i have an internet addiction and spend a lot of time playing roleplaying games.i went to school to be a veterinarian but hated it,User1: that sounds really nice . what kind of engineer ?,User2: chemical i love animals but i just couldnt do that
the holidays make me depressed.i spend my time bird watching with my cats.my age is too old to say.im an animal activist.i have rainbow hair,"User1: true . that is why wine is way to go , right ? do you like baseball ?",User2: i would rather spend time with animals than people .
the holidays make me depressed.i spend my time bird watching with my cats.my age is too old to say.im an animal activist.i have rainbow hair,User1: do you have pet ? i have 5 children and that is more then enough . all boys,User2: that is a lot . i have a bunch of cats and we like bird watching
the holidays make me depressed.i spend my time bird watching with my cats.my age is too old to say.im an animal activist.i have rainbow hair,User1: do you have any birds then ?,"User2: no , we look out of the windows . i think the birds are attracted to my bright hair ."
the holidays make me depressed.i spend my time bird watching with my cats.my age is too old to say.im an animal activist.i have rainbow hair,User1: it depend if the boys has a game or not . i coach their team . you ?,User2: i hate the holidays . i always get depressed around them .
i workout four hours a day.gymnastics is my favorite sport.im a gold medalist olympian.i love italian food and garlic bread,"User1: well i just started this awesome raw diet , do you eat clean ?","User2: not really , im a big fan of italian food ."
i workout four hours a day.gymnastics is my favorite sport.im a gold medalist olympian.i love italian food and garlic bread,User1: wow thats amazing . what sport ?,User2: gymnastics . it has got to be my favorite . do you have a favorite ?
i enjoy long walks with my dog.im married to a doctor.i am a professional tennis player.my family is continuously growing.i live in a three storey house,User1: i play basketball what about you,User2: i used to play tennis professionally .
i just bought a house recently.im married with two kids.i see the rolling stones in concert every year.im an economics major.i eat a raw diet,User1: im doing great ! ! what kind of things do you like doing ?,User2: best thing is going to see the rolling stones every year !
i just bought a house recently.im married with two kids.i see the rolling stones in concert every year.im an economics major.i eat a raw diet,User1: do you know where you will work after school ?,User2: no idea . hopefully somewhere near the new house i bought .
im in an open polyamorous relationship.i also have a dog walking business.i have three dogs.my father was a door to door salesman.i like to watch the olympics,"User1: he was in construction as well , how about yours ?",User2: he was a door to door salesman .
i play the piano and guitar and sing.my parents arent very supportive of my dream.i also work as a custodian to help pay the bills.my favorite type of music to sing is folk music.i am a musician and hope to make it big some day,User1: i play tennis . and you ?,User2: im a custodian and a musician
i enjoy being around people.i like to workout a a times a week.i volunteer in a homeless shelter.in my spare time i do volunteer work.i am a professional wrestler,User1: what kind of volunteer work do you do ?,User2: i help in a homeless shelter
i am an animal activist.the holidays make me depressed.my age is too old to say.i have rainbow hair.i spend my time bird watching with my cats,"User1: hey , how are you ? you like any sports ?",User2: theres nothing like enjoying the sun and watching birds with my cats .
my parents taught me survival skills.i enjoy reading journals and guides related to psychology.im an avid kayaker.i walk dogs for a living.im also a graduate student,User1: oh do you sail or swim ?,"User2: kayak , my favorite thing to do ;"
my parents taught me survival skills.i enjoy reading journals and guides related to psychology.im an avid kayaker.i walk dogs for a living.im also a graduate student,User1: so how many do you have ?,"User2: none actually , i walk dogs to pay for school ."
i drive a nissan pathfinder.i have short brown hair.i met taylor swift.i am a convenience store manager.my favourite music is country music,User1: what industry do you work in ? im a housekeeper .,User2: i work in a gas station
my ex cheated and left me for a lawyer.im a recording engineer and own my own studio.i prefer being inside.whats up i am a 46 year old single dad 46 a kids.i live in california but the recording artist market was dead last year,User1: what do you enjoy doing for fun ?,User2: these days i just want to stay inside .
i am now looking for a new job.i am a doctor.i enjoy going to the park.my favorite movie is friday.my daughter is a child prodigy,User1: that is nice . what kind of movies do you like ?,"User2: i like action , horror , and comedy . what about you ?"
im very strong for my age.i remember when nobody had a television.i feel like i might live forever.i love to drink wine and dance in the moonlight,User1: why do you think that,User2: i have aged well . i love wine . i love dancing in the moonlight .
i grew up in manhattan.i graduated from yale in 2011 with a degree in finance.my parents are very wealthy bankers.i plan to go to business school next year,User1: finance is an awesome career . what are you looking to do ?,User2: id like to become a wealthy banker like both of my parents
i grew up in manhattan.i graduated from yale in 2011 with a degree in finance.my parents are very wealthy bankers.i plan to go to business school next year,User1: that is awesome . so what is your name ?,"User2: josie , im from manhattan , i grew up there . where are you from ?"
i only listen to country music.i drive a big truck and live in country.im an electrician.i have a pet cow.i work my parents farms,User1: what kind of farm ? i model for skater magazines .,User2: i worked also doing electrician jobs miss that .
i only listen to country music.i drive a big truck and live in country.i work my parents farms.ive a pet cow,User1: that sounds wonderful ! what is your favorite music ?,User2: country all the way ! its all i listen to . you ?
i dont drink alcohol.my father was a construction worker.im a huge coffee lover.i hate the color pink.i enjoy mountain biking as a hobby,"User1: wonderful , mine too although i speak french and spanish as well . what are your favorite colors ?",User2: my favorite color is red . what is yours ?
im a little girl.im very lonely.i have superpowers.i live in the cloud.i like to make time stop,User1: you live in a cloud ?,User2: yes . and i can make time stop . so i can take awesome pics at your wedding !
i am a vegan.i will graduate from high school in two years.i like riding horses.my bedroom is purple and lime green,User1: you dont like the food there ? my mother will see me tommorow,User2: oh . i painted my bedroom the colors lime and purple .
i am a vegan.i will graduate from high school in two years.i like riding horses.my bedroom is purple and lime green,User1: how often do you ride a horse ?,User2: as often as i can i love horses .
im a professional tennis player.i live in a three storey house.i enjoy long walks with my dog.im married to a doctor,User1: does it cost a lot to heat and cool ?,"User2: i dont believe so , but my husband pays all the bills so i wouldnt know"
i love cooking but i also enjoy fishing.l also love comic books.hey my name is larry and i am a chef.if im not cooking in the kitchen then im definitely on the water,User1: im doing good . had a long day at my job . are you christian ?,User2: yes im are you ? i like reading comics too .
i love cooking but i also enjoy fishing.l also love comic books.hey my name is larry and i am a chef.if im not cooking in the kitchen then im definitely on the water,User1: do you have any favorite dishes you like to cook ?,User2: yes me too . when not fixing food i go to the beach .
i love cooking but i also enjoy fishing.l also love comic books.hey my name is larry and i am a chef.if im not cooking in the kitchen then im definitely on the water,"User1: interesting , hm . do you have any hobbies ?",User2: yes will pay off in the retiring times . yes i cook do make up and hair .
i help tend the fields.my father is a farmer.i like to listen to rock music while working.ive three arabian horses,"User1: im well , thank you . what do you do for hobbies ?","User2: my dad is a farmer , and i help him in the fields for fun . you ?"
i help tend the fields.my father is a farmer.i like to listen to rock music while working.ive three arabian horses,User1: very cool . do you do anything on the weekend ?,"User2: not really , i usually just work in the field and relax ."
i got a new job just yesterday to be a life coach.i am a cancer survivor.im a clean eater.i love running and preparing for marathons,"User1: oh my goodness , good for you ! are you active ?",User2: yes . i am preparing for a marathon and love to run
i got a new job just yesterday to be a life coach.i am a cancer survivor.im a clean eater.i love running and preparing for marathons,"User1: school keeps me pretty busy , what about you ?",User2: spending a lot of time running and getting resources for my new job
my daughter is a child prodigy.my favorite movie is friday.i am a doctor.i enjoy going to the park.im now looking for a new job,User1: i like the iron man movies . have you seen those ?,"User2: no , id rather go to the park . but i like the movie friday ."
my daughter is a child prodigy.my favorite movie is friday.i am a doctor.i enjoy going to the park.im now looking for a new job,User1: are you a doctor ? thats awesome,"User2: i am , but i am looking for a new job . what do you want to be ?"
my daughter is a child prodigy.my favorite movie is friday.i am a doctor.i enjoy going to the park.im now looking for a new job,User1: you mean if i dont make it as a soccer player ? i guess a writer,"User2: yes , other than soccer . do you have any siblings ?"
i live in the cloud.i am a little girl.i am very lonely.ive superpowers,User1: im sorry . do you like icecream ? i like chocolate icecream .,"User2: yummy ! i can churn up some for you , because i have powers . big powers !"
i live in the cloud.i am a little girl.i am very lonely.ive superpowers,User1: i know . are you amongst angels ?,User2: just the cloud . sometimes i see angels .
i live in the cloud.i am a little girl.i am very lonely.ive superpowers,User1: wow . did you have a family ?,User2: just mamma cloud and pappa cloud . that is my family .
i live in the cloud.i am a little girl.i am very lonely.ive superpowers,User1: i am . how old are you ? my kids are all 6 . triplets .,User2: just a little one . i am 5 .
i compete in dog agility classes.i went to school for chemistry but work in a bookstore.i do not care about fashion.i hate the color orange.i dance on the weekends,User1: that makes you all the better with words . what do you like to read ?,User2: i read dog books a lot . mine competes
i am 100 years old.i love to drink wine and dance in the moonlight.i am very strong for my age.i feel like i might live forever.i remember when nobody had a television,"User1: hello , do you have any vegan lunch recipes ?",User2: i am too old to cook . what is this vegan you speak of ?
i am 100 years old.i love to drink wine and dance in the moonlight.i am very strong for my age.i feel like i might live forever.i remember when nobody had a television,User1: i am an honor student . what do you do ?,"User2: good job ! if you live to 100 like me , you will need all that learning ."
i am 100 years old.i love to drink wine and dance in the moonlight.i am very strong for my age.i feel like i might live forever.i remember when nobody had a television,User1: what is your secret ? witchcraft ?,User2: a good wine and a hearty outlook will keep you strong .
i love to sing songs from the movie frozen.i play with my friends on the playground.i love to go to disney world every year.mickey mouse is my favorite character.i am in the third grade,User1: oh so sweet ! do you like animals ? i was going to college to be a veterinarian .,"User2: i love animals , all of them . my friends and i play outside on the playground"
i love to sing songs from the movie frozen.i play with my friends on the playground.i love to go to disney world every year.mickey mouse is my favorite character.i am in the third grade,"User1: cool , what is your favorite disney character ?","User2: mickey mouse for sure , hes so boss"
i love to sing songs from the movie frozen.i play with my friends on the playground.i love to go to disney world every year.mickey mouse is my favorite character.i am in the third grade,User1: have you ever met him ?,"User2: yeah , hes my man . mouse man"
i love to sing songs from the movie frozen.i play with my friends on the playground.i love to go to disney world every year.mickey mouse is my favorite character.i am in the third grade,"User1: awesome , who is your best freind ?","User2: my best friend is goofy , but do not tell mickey"
